0,1,2,3,4,5,6,7,8,9,10,11,12,13
"ALUMINIO+P
AC100-240V 35W IP20
TLWD-N
NEGRO
2800
24
3000K
50.000H
FICHA T…CNICA
ÿ 75*178mm
30
3 A—OS
$
78.667
C
FP>0.9",,,,,,,,,,,,,
"*TRACK LIGHT
RIELES 3 VÕAS",,,,,,,,,,,,,
TS2M3V-B,"ALUMINIO+P
C",BLANCO,AC100-240V IP20,N/A,N/A,N/A,N/A,,FICHA T…CNICA,200*35mm,20,-,"$
53.200"
TS2M3V-N,"ALUMINIO+P
C",NEGRO,AC100-240V IP20,N/A,N/A,N/A,N/A,,FICHA T…CNICA,200*35mm,20,-,"$
53.200"
"*TRACK LIGHT
ACCESORIOS 3 VÕAS",,,,,,,,,,,,,
TLCR3V-B,"ALUMINIO+P
C",BLANCO,AC100-240V IP20,N/A,N/A,N/A,N/A,,FICHA T…CNICA,-,50,-,"$
13.200"
TLCR3V-N,"ALUMINIO+P
C",NEGRO,AC100-240V IP20,N/A,N/A,N/A,N/A,,FICHA T…CNICA,-,50,-,"$
13.200"
TLCL3V-B,"ALUMINIO+P
C",BLANCO,AC100-240V IP20,N/A,N/A,N/A,N/A,,FICHA T…CNICA,-,25,-,"$
13.200"
TLCL3V-N,"ALUMINIO+P
C",NEGRO,AC100-240V IP20,N/A,N/A,N/A,N/A,,FICHA T…CNICA,-,25,-,"$
13.200"
"*TRACK LIGHT GU10
RIEL",,,,,,,,,,,,,
TLGU10-B,"ALUMINIO+P
C",BLANCO,AC100-240V GU10 IP20,N/A,N/A,N/A,N/A,,FICHA T…CNICA,ÿ 60*135mm,50,2 A—OS,"$
19.867"
TLGU10-N,"ALUMINIO+P
C",NEGRO,AC100-240V GU10 IP20,N/A,N/A,N/A,N/A,,FICHA T…CNICA,ÿ 60*135mm,50,2 A—OS,"$
19.867"
"*TRACK LIGHT GU10
SOBREPONER",,,,,,,,,,,,,
TLGU10SP-B,"ALUMINIO+P
C",BLANCO,AC100-240V GU10 IP20,N/A,N/A,N/A,N/A,,FICHA T…CNICA,ÿ 60*135mm,50,2 A—OS,"$
23.333"
TLGU10SP-N,"ALUMINIO+P
C",NEGRO,AC100-240V GU10 IP20,N/A,N/A,N/A,N/A,,FICHA T…CNICA,ÿ 60*135mm,50,2 A—OS,"$
23.333"
"*TRACK LIGHT GU10
INCRUSTAR",,,,,,,,,,,,,
TLGU10INC-BN,"ALUMINIO+P
C",BLANCO,AC100-240V GU10 IP20,N/A,N/A,N/A,N/A,,FICHA T…CNICA,ÿ 60*110mm,50,2 A—OS,"$
66.533"
TLGU10INC-N,"ALUMINIO+P
C",NEGRO,AC100-240V GU10 IP20,N/A,N/A,N/A,N/A,,FICHA T…CNICA,ÿ 60*110mm,50,2 A—OS,"$
66.533"
"*TRACK LIGHT LED
INCRUSTAR",,,,,,,,,,,,,
"ÿ90*105mm
TLTPC-N
PC
NEGRO
AC100-240V 6W IP20
600
38
3CCT SWITCH
25.000H
FICHA T…CNICA
Base:58xÿ65
40
2 A—OS
$
39.867
Corte: ÿ65",,,,,,,,,,,,,
