0,1,2,3,4,5,6,7,8,9,10,11,12,13
"ÿ90*105mm
TLTPC-B
PC
BLANCO
AC100-240V 6W IP20
600
38
3CCT SWITCH
25.000H
FICHA T…CNICA
Base:58xÿ65
40
2 A—OS
$
39.867
Corte: ÿ65",,,,,,,,,,,,,
"*CILINDRO TRACK
LIGHT GU10",,,,,,,,,,,,,
DLGUALBX1-B,"ALUMINIO+P
C",BLANCO,AC100-240V GU10 IP20,N/A,N/A,N/A,N/A,,FICHA T…CNICA,ÿ75*121mm,50,2 A—OS,"$
39.333"
DLGUALBX1-N,"ALUMINIO+P
C",NEGRO,AC100-240V GU10 IP20,N/A,N/A,N/A,N/A,,FICHA T…CNICA,ÿ75*121mm,50,2 A—OS,"$
39.333"
"*CILINDRO TRACK
LIGHT LED",,,,,,,,,,,,,
TL20SP-B,"ALUMINIO+P
C",BLANCO,AC100-240 20W IP20,1600,24,3000K,30.000H,,FICHA T…CNICA,ÿ 90*115mm,50,2 A—OS,"$
56.667"
TL20SP-N,"ALUMINIO+P
C",NEGRO,AC100-240 20W IP20,1600,24,3000K,30.000H,,FICHA T…CNICA,ÿ 90*115mm,50,2 A—OS,"$
56.667"
"*PANELES
BACKLIGHT
REDONDO INC",,,,,,,,,,,,,
ECO86SLIMV3-C,PC,BLANCO,"AC100-240V 3W IP20
DOB BACK-LIGHT",270,120,3000K,30.000H,,FICHA T…CNICA,ÿ 86*27mm,90,2 A—OS,"$
5.200"
ECO86SLIMV3-F,PC,BLANCO,"AC100-240V 3W IP20
DOB BACK-LIGHT",270,120,6500K,30.000H,,FICHA T…CNICA,ÿ 86 *27mm,90,2 A—OS,"$
5.200"
ECO120SLIMV6-C,PC,BLANCO,"AC100-240V 6W IP20
DOB BACK-LIGHT",540,120,3000K,30.000H,,FICHA T…CNICA,ÿ 120*27mm,90,2 A—OS,"$
6.533"
ECO120SLIMV6-F,PC,BLANCO,"AC100-240V 6W IP20
DOB BACK-LIGHT",540,120,6500K,30.000H,,FICHA T…CNICA,ÿ 120*27mm,90,2 A—OS,"$
6.533"
ECO120SLIMV6-N,PC,BLANCO,"AC100-240V 6W IP20
DOB BACK-LIGHT",540,120,4000K,30.000H,,FICHA T…CNICA,ÿ 120*27mm,90,2 A—OS,"$
6.533"
ECO168SLIMV12-C,PC,BLANCO,"AC100-240V 12W IP20
DOB BACK-LIGHT",1080,120,3000K,30.000H,,FICHA T…CNICA,ÿ 174*27mm,30,2 A—OS,"$
10.533"
ECO168SLIMV12-F,PC,BLANCO,"AC100-240V 12W IP20
DOB BACK-LIGHT",1080,120,6500K,30.000H,,FICHA T…CNICA,ÿ 174*27mm,30,2 A—OS,"$
10.533"
ECO168SLIMV12-N,PC,BLANCO,"AC100-240V 12W IP20
DOB BACK-LIGHT",1080,120,4000K,30.000H,,FICHA T…CNICA,ÿ 174*27mm,30,2 A—OS,"$
10.533"
ECO225SLIMV18-C,PC,BLANCO,"AC100-240V 18W IP20
DOB BACK-LIGHT",1620,120,3000K,30.000H,,FICHA T…CNICA,ÿ 225*27mm,30,2 A—OS,"$
12.667"
ECO225SLIMV18-F,PC,BLANCO,"AC100-240V 18W IP20
DOB BACK-LIGHT",1620,120,6500K,30.000H,,FICHA T…CNICA,ÿ 225*27mm,30,2 A—OS,"$
12.667"
ECO225SLIMV18-N,PC,BLANCO,"AC100-240V 18W IP20
DOB BACK-LIGHT",1620,120,4000K,30.000H,,FICHA T…CNICA,ÿ 225*27mm,30,2 A—OS,"$
12.667"
ECO300SLIMV24-F,PC,BLANCO,"AC100-240V 24W IP20
DOB BACK-LIGHT",2160,120,6500K,30.000H,,FICHA T…CNICA,ÿ 295*27mm,20,2 A—OS,"$
25.333"
