0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
,,,,,LOS PRECIOS RELACIONADOS A CONTINUACI”N NO TIENEN IVA,,,,,,,,,
,,,,LOS PRECIOS Y LAS CARACTERÕSTICAS DE LOS PRODUCTOS EST¡N SUJETOS A CAMBIOS SIN PREVIO AVISO,,,,,,,,,,
,,,,,,,Fecha de Publicacion: 09/2025,,,,,,,
,,,,,,,VIDA,,,,UNIDAD,,,
,,COLOR DE,CARACTERÕSTICAS,,¡NGULO,TEMPERATURA,,,,DIMENSIONES,,,,
REFERENCIA,MATERIAL,,,LUMENES,,,⁄TIL,IMAGEN,PAGINA / FICHA,,DE,GARANTÕA,,PRECIO
,,CHASIS,EL…CTRICAS,,APERTURA,DE COLOR,,,,PRODUCTO,,,,
,,,,,,,LED,,,,EMPAQUE,,,
,ALUMINIO+P,,AC100-240V 35W IP20,,,,,,,,,,,
TLWD-N,,NEGRO,,2800,24,3000K,50.000H,,FICHA T…CNICA,ÿ 75*178mm,30,3 A—OS,$,78.667
,C,,FP>0.9,,,,,,,,,,,
*TRACK LIGHT,,,,,,,,,,,,,,
RIELES 3 VÕAS,,,,,,,,,,,,,,
,ALUMINIO+P,,,,,,,,,,,,,
TS2M3V-B,,BLANCO,AC100-240V IP20,N/A,N/A,N/A,N/A,,FICHA T…CNICA,200*35mm,20,-,$,53.200
,C,,,,,,,,,,,,,
,ALUMINIO+P,,,,,,,,,,,,,
TS2M3V-N,,NEGRO,AC100-240V IP20,N/A,N/A,N/A,N/A,,FICHA T…CNICA,200*35mm,20,-,$,53.200
,C,,,,,,,,,,,,,
*TRACK LIGHT,,,,,,,,,,,,,,
ACCESORIOS 3 VÕAS,,,,,,,,,,,,,,
,ALUMINIO+P,,,,,,,,,,,,,
TLCR3V-B,,BLANCO,AC100-240V IP20,N/A,N/A,N/A,N/A,,FICHA T…CNICA,-,50,-,$,13.200
,C,,,,,,,,,,,,,
,ALUMINIO+P,,,,,,,,,,,,,
TLCR3V-N,,NEGRO,AC100-240V IP20,N/A,N/A,N/A,N/A,,FICHA T…CNICA,-,50,-,$,13.200
,C,,,,,,,,,,,,,
,ALUMINIO+P,,,,,,,,,,,,,
TLCL3V-B,,BLANCO,AC100-240V IP20,N/A,N/A,N/A,N/A,,FICHA T…CNICA,-,25,-,$,13.200
,C,,,,,,,,,,,,,
,ALUMINIO+P,,,,,,,,,,,,,
TLCL3V-N,,NEGRO,AC100-240V IP20,N/A,N/A,N/A,N/A,,FICHA T…CNICA,-,25,-,$,13.200
,C,,,,,,,,,,,,,
*TRACK LIGHT GU10,,,,,,,,,,,,,,
RIEL,,,,,,,,,,,,,,
,ALUMINIO+P,,,,,,,,,,,,,
TLGU10-B,,BLANCO,AC100-240V GU10 IP20,N/A,N/A,N/A,N/A,,FICHA T…CNICA,ÿ 60*135mm,50,2 A—OS,$,19.867
,C,,,,,,,,,,,,,
,ALUMINIO+P,,,,,,,,,,,,,
TLGU10-N,,NEGRO,AC100-240V GU10 IP20,N/A,N/A,N/A,N/A,,FICHA T…CNICA,ÿ 60*135mm,50,2 A—OS,$,19.867
,C,,,,,,,,,,,,,
*TRACK LIGHT GU10,,,,,,,,,,,,,,
SOBREPONER,,,,,,,,,,,,,,
,ALUMINIO+P,,,,,,,,,,,,,
TLGU10SP-B,,BLANCO,AC100-240V GU10 IP20,N/A,N/A,N/A,N/A,,FICHA T…CNICA,ÿ 60*135mm,50,2 A—OS,$,23.333
,C,,,,,,,,,,,,,
,ALUMINIO+P,,,,,,,,,,,,,
TLGU10SP-N,,NEGRO,AC100-240V GU10 IP20,N/A,N/A,N/A,N/A,,FICHA T…CNICA,ÿ 60*135mm,50,2 A—OS,$,23.333
,C,,,,,,,,,,,,,
*TRACK LIGHT GU10,,,,,,,,,,,,,,
INCRUSTAR,,,,,,,,,,,,,,
,ALUMINIO+P,,,,,,,,,,,,,
TLGU10INC-BN,,BLANCO,AC100-240V GU10 IP20,N/A,N/A,N/A,N/A,,FICHA T…CNICA,ÿ 60*110mm,50,2 A—OS,$,66.533
,C,,,,,,,,,,,,,
,ALUMINIO+P,,,,,,,,,,,,,
TLGU10INC-N,,NEGRO,AC100-240V GU10 IP20,N/A,N/A,N/A,N/A,,FICHA T…CNICA,ÿ 60*110mm,50,2 A—OS,$,66.533
,C,,,,,,,,,,,,,
*TRACK LIGHT LED,,,,,,,,,,,,,,
INCRUSTAR,,,,,,,,,,,,,,
,,,,,,,,,,ÿ90*105mm,,,,
TLTPC-N,PC,NEGRO,AC100-240V 6W IP20,600,38,3CCT SWITCH,25.000H,,FICHA T…CNICA,Base:58xÿ65,40,2 A—OS,$,39.867
,,,,,,,,,,Corte: ÿ65,,,,
