0,1,2,3,4,5,6,7,8,9,10,11,12,13
"AC100-240V 60W IP65
FIX60W120-N
PC
BLANCO
6000
120
4000K
40.000H
FICHA TÉCNICA
1165*80*51mm
8
2 AÑOS
$
98.650
FP>0.9",,,,,,,,,,,,,
*HERMETICAS TUBO,,,,,,,,,,,,,
"FIXT8120X2
PC+ABS
GRIS
AC100-240V  T8 IP65
N/A
120
N/A
N/A
FICHA TÉCNICA
1265*94*64mm
8
2 AÑOS
$
34.667",,,,,,,,,,,,,
*HIGH BAY PRO,,,,,,,,,,,,,
ECO-HB-02-F,ALUMINIO,NEGRO,"AC85-265V 100W IP65
FP>0.9",12000,90,6500K,50.000H,,FICHA TÉCNICA,Ø290*150mm,4,2 AÑOS,$ 180.000
ECO-HB-04-F,ALUMINIO,NEGRO,"AC85-265V 150W IP65
FP>0.9",18000,90,6500K,50.000H,,FICHA TÉCNICA,Ø335*150mm,4,2 AÑOS,$ 238.700
ECO-HB-05-F,ALUMINIO,NEGRO,"AC85-265V 200W IP65
FP>0.9",24000,90,6500K,50.000H,,FICHA TÉCNICA,Ø400*150mm,4,2 AÑOS,$ 294.400
*HIGH BAY DOB,,,,,,,,,,,,,
HB3A1-F,ALUMINIO,GRIS,AC85-277V IP65 100W,11000,90,6500K,50.000H,,FICHA TÉCNICA,Ø232*30mm,10,2 AÑOS,$ 132.000
HB3A2-F,ALUMINIO,GRIS,AC85-277V IP65 150W,16500,90,6500K,50.000H,,FICHA TÉCNICA,Ø285*30mm,10,2 AÑOS,$ 185.333
HB3A3-F,ALUMINIO,GRIS,AC85-277V IP65 200W,22000,90,6500K,50.000H,,FICHA TÉCNICA,Ø334*30mm,10,2 AÑOS,$ 238.667
HB3A-E27,ALUMINIO,GRIS,"AC85-277V IP65 100W
/150W",22000,90,N/A,N/A,,FICHA TÉCNICA,-,-,2 AÑOS,"$
19.867"
HB3A-E40,ALUMINIO,GRIS,AC85-277V IP65 200W,22000,90,N/A,N/A,,FICHA TÉCNICA,-,-,2 AÑOS,"$
26.533"
*LINEAL INCRUSTAR,,,,,,,,,,,,,
ARQ30B-BF,ALUMINIO,BLANCO,AC100-240V 30W IP20,2700,120,6500K,30.000H,,FICHA TÉCNICA,1196*63*31mm,12,2 AÑOS,$ 186.000
ARQ30B-BN,ALUMINIO,BLANCO,AC100-240V 30W IP20,2700,120,4000K,30.000H,,FICHA TÉCNICA,1196*63*31mm,12,2 AÑOS,$ 186.000
ARQ30B-NN,ALUMINIO,NEGRO,AC100-240V 30W IP20,2700,120,4000K,30.000H,,FICHA TÉCNICA,1196*63*31mm,12,2 AÑOS,$ 186.000
"*LINEAL
SOBREPONER /
COLGANTE",,,,,,,,,,,,,
LTT812020W-F,"ALUMINIO+P
C",NEGRO,AC100-240V 20W IP20,1800,120,6500K,30.000H,,FICHA TÉCNICA,590*69*54mm,-,2 AÑOS,"$
65.333"
ARQ40-F,"ALUMINIO+P
C",NEGRO,AC100-240V 40W IP20,3600,120,6500K,30.000H,,FICHA TÉCNICA,1190*70*55mm,25,2 AÑOS,$ 146.000
