0,1,2,3,4,5,6,7,8,9,10,11,12,13
DESKB-D,METAL,DORADO,DC3.7V 1W IP20,100,100,3CCT SWITCH,N/A,,FICHA TÉCNICA,"380*95*95mm
Ø115mm",12,2 AÑOS,$ 126.667
DESKB-N,METAL,NEGRO,DC3.7V 1W IP20,100,100,3CCT SWITCH,N/A,,FICHA TÉCNICA,"380*95*95mm
Ø115mm",12,2 AÑOS,$ 118.667
DESK5-B,ALUMINIO,BLANCO,AC120V 5W IP20,280,60,3000K,25.000H,,FICHA TÉCNICA,380*Ø108mm,10,2 AÑOS,"$
39.333"
DESK5-G,ALUMINIO,GRIS,AC120V 5W IP20,280,60,3000K,25.000H,,FICHA TÉCNICA,380*Ø108mm,10,2 AÑOS,"$
39.333"
DESK5-N,ALUMINIO,NEGRO,AC120V 5W IP20,280,60,3000K,25.000H,,FICHA TÉCNICA,380*Ø108mm,10,2 AÑOS,"$
39.333"
*MAGNETICO,,,,,,,,,,,,,
"ECOSHB
PC
BLANCO
5V/1A  IP20
N/A
N/A
N/A
N/A
FICHA TÉCNICA
50*50*26mm
100
2 AÑOS
$ 290.733",,,,,,,,,,,,,
"*MAGNETICO
FUENTES",,,,,,,,,,,,,
TLMF100,ALUMINIO,NEGRO,AC100-240V IP20 100W,N/A,N/A,N/A,N/A,,FICHA TÉCNICA,330*24*25mm,30,2 AÑOS,$ 145.333
TLMF100-INC,ALUMINIO,NEGRO,AC100-240V IP20 100W,N/A,N/A,N/A,N/A,,FICHA TÉCNICA,306*24*25mm,10,2 AÑOS,$ 145.333
TLMF100-B,ALUMINIO,NEGRO,AC100-240V IP20 100W,N/A,N/A,N/A,N/A,,FICHA TÉCNICA,330*24*25mm,110,2 AÑOS,$ 145.333
"*MAGNETICO
ACCESORIOS",,,,,,,,,,,,,
TLM1M,METAL,NEGRO,DC48V IP20,N/A,N/A,N/A,N/A,,FICHA TÉCNICA,1000*6*26mm,50,2 AÑOS,"$
20.000"
TLM2M,METAL,NEGRO,DC48V IP20,N/A,N/A,N/A,N/A,,FICHA TÉCNICA,2000*6*26mm,10,2 AÑOS,"$
40.000"
TLM3M,METAL,NEGRO,DC48V IP20,N/A,N/A,N/A,N/A,,FICHA TÉCNICA,3000*6*26mm,10,2 AÑOS,"$
53.200"
TLM3M-INC,METAL,NEGRO,DC48V IP20,N/A,N/A,N/A,N/A,,FICHA TÉCNICA,3000*67*35mm,10,2 AÑOS,$ 158.667
TLMCR,PC,NEGRO,BATERIAS 2xAAA,N/A,N/A,N/A,N/A,,FICHA TÉCNICA,40*150*15mm,1,2 AÑOS,$ 158.667
TLMCR-B,PC,BLANCO,BATERIAS 2xAAA,N/A,N/A,N/A,N/A,,FICHA TÉCNICA,133*43*20mm,-,2 AÑOS,$ 158.667
TLMINT,PC,NEGRO,BATERIAS 2XCR2025,N/A,N/A,N/A,N/A,,FICHA TÉCNICA,Ø8.7*8.7*1.6mm,40,2 AÑOS,$ 180.000
TLM90,PC,NEGRO,0,N/A,N/A,N/A,N/A,,FICHA TÉCNICA,-,50,2 AÑOS,"$
12.900"
