0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
,,,,,LOS PRECIOS RELACIONADOS A CONTINUACIÓN NO TIENEN IVA,,,,,,,,,
,,,,LOS PRECIOS Y LAS CARACTERÍSTICAS DE LOS PRODUCTOS ESTÁN SUJETOS A CAMBIOS SIN PREVIO AVISO,,,,,,,,,,
,,,,,,,Fecha de Publicacion: 09/2025,,,,,,,
,,,,,,,VIDA,,,,UNIDAD,,,
,,COLOR DE,CARACTERÍSTICAS,,ÁNGULO,TEMPERATURA,,,,DIMENSIONES,,,,
REFERENCIA,MATERIAL,,,LUMENES,,,ÚTIL,IMAGEN,PAGINA / FICHA,,DE,GARANTÍA,,PRECIO
,,CHASIS,ELÉCTRICAS,,APERTURA,DE COLOR,,,,PRODUCTO,,,,
,,,,,,,LED,,,,EMPAQUE,,,
,,,,,,,,,,Ø43X30,,,,
,,NEGRO-NEGR,,,,,,,,,,,,
ECODLVB-3CCT,PC,,AC100-240V 3W IP20,240,60,3CCT SWITCH,25.000H,,FICHA TÉCNICA,Base:25xØ30,100,2 AÑOS,$,9.200
,,O,,,,,,,,,,,,
,,,,,,,,,,Corte: Ø30mm,,,,
ECODLVD-3CCT,PC,BLANCO,AC100-240V 9W IP20,840,24,3CCT SWITCH,25.000H,,FICHA TÉCNICA,Ø 50X38 mm,100,2 AÑOS,$,10.533
,,BLANCO/NEGR,,,,,,,,,,,,
ECODLV9-C,ALUMINIO,,AC100-240V 9W IP20,810,60,3000K,50.000H,,FICHA TÉCNICA,Ø 85*53mm,50,2 AÑOS,$,51.867
,,O,,,,,,,,,,,,
,,BLANCO/NEGR,,,,,,,,,,,,
ECODLV15-C,ALUMINIO,,AC100-240V 15W IP20,1350,60,3000K,50.000H,,FICHA TÉCNICA,Ø 135*55mm,50,2 AÑOS,$,79.867
,,O,,,,,,,,,,,,
ECODLV12-N,ALUMINIO,BLANCO,AC100-240V 12W IP20,1200,60,4000K,30.000H,,FICHA TÉCNICA,Ø 130*90mm,50,2 AÑOS,$,29.333
ECODLV12-C,ALUMINIO,BLANCO,AC100-240V 12W IP20,1200,60,3000K,30.000H,,FICHA TÉCNICA,Ø 130*90mm,50,2 AÑOS,$,-
ECODLV12-3CCT,ALUMINIO,BLANCO,AC100-240V 12W IP20,1200,60,3CCT SWITCH,30.000H,,FICHA TÉCNICA,Ø 130*90mm,-,2 AÑOS,$,33.200
ECODLV24-FA,ALUMINIO,BLANCO,AC100-240V 24W IP20,2160,60,6500K,30.000H,,FICHA TÉCNICA,Ø 170X28mm,30,2 AÑOS,$,26.453
ECODLV24-F,ALUMINIO,BLANCO,AC100-240V 24W IP20,2400,60,6500K,30.000H,,FICHA TÉCNICA,Ø 165*90mm,30,2 AÑOS,$,42.667
ECODLV24-N,ALUMINIO,BLANCO,AC100-240V 24W IP20,2400,60,4000K,30.000H,,FICHA TÉCNICA,Ø 165*90mm,30,2 AÑOS,$,42.667
ECODLV24-3CCT,ALUMINIO,BLANCO,AC100-240V 24W IP20,2400,60,3CCT SWITCH,30.000H,,FICHA TÉCNICA,Ø 165*90mm,-,2 AÑOS,$,53.200
ECODLV30-F,ALUMINIO,BLANCO,AC100-240V 30W IP20,3000,60,6500K,30.000H,,FICHA TÉCNICA,Ø 185*95mm,20,2 AÑOS,$,50.667
ECODLV30-N,ALUMINIO,BLANCO,AC100-240V 30W IP20,3000,60,4000K,30.000H,,FICHA TÉCNICA,Ø 185*95mm,20,2 AÑOS,$,50.667
ECODLV40-F,ALUMINIO,BLANCO,AC100-240V 40W IP20,4000,60,6500K,30.000H,,FICHA TÉCNICA,Ø 225*100mm,10,2 AÑOS,$,90.667
ECODLV40-N,ALUMINIO,BLANCO,AC100-240V 40W IP20,4000,60,4000K,30.000H,,FICHA TÉCNICA,Ø 225*100mm,10,2 AÑOS,$,90.667
*TRACK LIGHT LED 2,,,,,,,,,,,,,,
VÍAS,,,,,,,,,,,,,,
,ALUMINIO+P,,,,,,,,,,,,,
TL20W-B,,BLANCO,AC100-240V 20W IP20,1600,24,3000K,30.000H,,FICHA TÉCNICA,Ø 61*157mm,30,2 AÑOS,$,36.000
,C,,,,,,,,,,,,,
,ALUMINIO+P,,,,,,,,,,,,,
TL20W-BN,,BLANCO,AC100-240V 20W IP20,1600,24,4000K,30.000H,,FICHA TÉCNICA,Ø 61*157mm,30,2 AÑOS,$,-
,C,,,,,,,,,,,,,
,ALUMINIO+P,,,,,,,,,,,,,
TL20W-N,,NEGRO,AC100-240V 20W IP20,1600,24,3000K,30.000H,,FICHA TÉCNICA,Ø 61*157mm,30,2 AÑOS,$,36.000
,C,,,,,,,,,,,,,
,ALUMINIO+P,,,,,,,,,,,,,
TL20W-NN,,NEGRO,AC100-240V 20W IP20,1600,24,4000K,30.000H,,FICHA TÉCNICA,Ø 61*157mm,30,2 AÑOS,$,36.000
,C,,,,,,,,,,,,,
