0,1,2,3,4,5,6,7,8,9,10,11,12,13
"VIDA
UNIDAD
COLOR DE
CARACTERÍSTICAS
ÁNGULO
TEMPERATURA
DIMENSIONES
REFERENCIA
MATERIAL
LUMENES
ÚTIL
IMAGEN
PAGINA / FICHA
DE
GARANTÍA
PRECIO
CHASIS
ELÉCTRICAS
APERTURA
DE COLOR
PRODUCTO
LED
EMPAQUE",,,,,,,,,,,,,
"*CINTA LED 24V 2835
8mm",,,,,,,,,,,,,
STR2835-120P-24V8C,COBRE,N/A,DC24V 10W/M IP20,1000,120,3000K,25.000H,,FICHA TÉCNICA,8*2mm,30,1 AÑO,"$
21.333"
STR2835-120P-24V8N,COBRE,N/A,DC24V 10W/M IP20,1000,120,4000K,25.000H,,FICHA TÉCNICA,8*2mm,30,1 AÑO,"$
21.333"
"*CINTA LED 12V COB
5mm",,,,,,,,,,,,,
STRCOB12V5-C,COBRE,N/A,DC12V 6W/M IP20,600,120,3000K,25.000H,,FICHA TÉCNICA,5*2mm,500,1 AÑO,"$
65.200"
STRCOB12V5-N,COBRE,N/A,DC12V 6W/M IP20,600,120,4000K,25.000H,,FICHA TÉCNICA,5*2mm,500,1 AÑO,"$
65.200"
"*CINTA LED 12V COB
8mm",,,,,,,,,,,,,
STRCOB10D-12V8C,COBRE,N/A,DC12V 10W/M IP20,1000,120,3000K,25.000H,,FICHA TÉCNICA,8*2mm,500,1 AÑO,"$
42.533"
STRCOB12V8-N,COBRE,N/A,DC12V 10W/M IP20,1000,120,4000K,25.000H,,FICHA TÉCNICA,8*2mm,500,1 AÑO,"$
42.533"
"*CINTA LED 24V COB
5mm",,,,,,,,,,,,,
STRCOB24V5-C,COBRE,N/A,DC24V 6W/M IP20,600,120,3000K,25.000H,,FICHA TÉCNICA,5*2mm,500,1 AÑO,"$
42.533"
STRCOB24V5-N,COBRE,N/A,DC24V 6W/M IP20,600,120,4000K,25.000H,,FICHA TÉCNICA,5*2mm,500,1 AÑO,"$
42.533"
"*CINTA LED 24V COB
8mm",,,,,,,,,,,,,
STRCOB24V8-C,COBRE,N/A,DC24V 10W/M IP20,1000,120,3000K,25.000H,,FICHA TÉCNICA,8*2mm,500,1 AÑO,"$
42.533"
STRCOB24V8-N,COBRE,N/A,DC24V 10W/M IP20,1000,120,4000K,25.000H,,FICHA TÉCNICA,8*2mm,500,1 AÑO,"$
42.533"
"*CINTA LED
ACCESORIOS",,,,,,,,,,,,,
STRU5MC,PC,TRASLUCIDO,"DC12V / DC24V /
AC120V",N/A,N/A,N/A,N/A,,FICHA TÉCNICA,-,200,1 AÑO,"$
3.333"
STRU5ME,PC,TRASLUCIDO,"DC12V / DC24V /
AC120V",N/A,N/A,N/A,N/A,,FICHA TÉCNICA,-,200,1 AÑO,"$
4.267"
STRU5ML,PC,TRASLUCIDO,"DC12V / DC24V /
AC120V",N/A,N/A,N/A,N/A,,FICHA TÉCNICA,-,200,1 AÑO,"$
4.667"
STRU5MR,PC,TRASLUCIDO,"DC12V / DC24V /
AC120V",N/A,N/A,N/A,N/A,,FICHA TÉCNICA,-,200,1 AÑO,"$
2.000"
